time;PV relative;PV absolute (10kWp);H0-A_qload;H0-A_pload;H0-B_qload;H0-B_pload
01.06.2016 00:00;0;0;0.056858;0.172753;0.035437;0.306723
01.06.2016 00:15;0;0;0.074627;0.15309;0.053156;0.387955
01.06.2016 00:30;0;0;0.017768;0.108146;-0.024806;0.331933
01.06.2016 00:45;0;0;0.031983;0.126404;-0.014175;0.112045
01.06.2016 01:00;0;0;0;0.08427;-0.007087;0.105042
01.06.2016 01:15;0;0;0.035537;0.044944;0.003544;0.130252
01.06.2016 01:30;0;0;0.031983;0.033708;-0.003544;0.10084
01.06.2016 01:45;0;0;0.007107;0.032303;0.035437;0.093838
01.06.2016 02:00;0;0;0;0.036517;0.088593;0.077031
01.06.2016 02:15;0;0;0.049751;0.044944;0.085049;0.081232
01.06.2016 02:30;0;0;0.053305;0.046348;0.02835;0.079832
01.06.2016 02:45;0;0;0.007107;0.033708;-0.024806;0.046218
01.06.2016 03:00;0;0;0.014215;0.046348;0.024806;0.021008
01.06.2016 03:15;0;0;0.031983;0.047753;-0.007087;0.018207
01.06.2016 03:30;0;0;0.010661;0.032303;-0.007087;0.018207
01.06.2016 03:45;0;0;-0.007107;0.033708;0.017719;0.043417
01.06.2016 04:00;0;0;-0.007107;0.029494;0.021262;0.039216
01.06.2016 04:15;0;0;0.007107;0.029494;0.031893;0.029412
01.06.2016 04:30;0;0;0.046198;0.037921;-0.021262;0.019608
01.06.2016 04:45;0;0;-0.003554;0.02809;0.017719;0.016807
01.06.2016 05:00;0;0;-0.024876;0.021067;0.003544;0.02381
01.06.2016 05:15;0;0;-0.003554;0.022472;0.007087;0.02381
01.06.2016 05:30;0;0;-0.014215;0.023876;0.003544;0.032213
01.06.2016 05:45;0;0;-0.003554;0.02809;0.003544;0.019608
01.06.2016 06:00;0;0;-0.021322;0.029494;0.038981;0.022409
01.06.2016 06:15;0.0135031;0.135031;-0.010661;0.025281;0.007087;0.026611
01.06.2016 06:30;0.0270061;0.270061;0.003554;0.025281;-0.017719;0.039216
01.06.2016 06:45;0.0405092;0.405092;0.014215;0.021067;0.017719;0.040616
01.06.2016 07:00;0.0540123;0.540123;0.014215;0.064607;0.02835;0.042017
01.06.2016 07:15;0.0674585;0.674585;-0.014215;0.286517;0.010631;0.032213
01.06.2016 07:30;0.0809047;0.809047;0.007107;0.16573;-0.014175;0.035014
01.06.2016 07:45;0.0943509;0.943509;-0.010661;0.091292;0.017719;0.051821
01.06.2016 08:00;0.107797;1.07797;-0.028429;0.110955;0.063787;0.061625
01.06.2016 08:15;0.111402;1.11402;0.067519;0.160112;0.024806;0.393557
01.06.2016 08:30;0.115007;1.15007;0.110163;0.092697;0.102767;0.065826
01.06.2016 08:45;0.118611;1.18611;-0.014215;0.092697;-0.003544;0.039216
01.06.2016 09:00;0.122216;1.22216;0.017768;0.088483;0.024806;0.051821
01.06.2016 09:15;0.212532;2.12532;0.042644;0.09691;0.074418;0.04902
01.06.2016 09:30;0.302849;3.02849;0.028429;0.08427;0.017719;0.04902
01.06.2016 09:45;0.393165;3.93165;0.003554;0.070225;0.077961;0.063025
01.06.2016 10:00;0.483481;4.83481;-0.003554;0.11236;-0.010631;0.047619
01.06.2016 10:15;0.477638;4.77638;0.031983;0.103933;-0.021262;0.036415
01.06.2016 10:30;0.471794;4.71794;-0.017768;0.129213;0.049612;0.030812
01.06.2016 10:45;0.465951;4.65951;0.003554;0.230337;-0.010631;0.021008
01.06.2016 11:00;0.460108;4.60108;0.017768;0.341292;-0.010631;0.02381
01.06.2016 11:15;0.457104;4.57104;0.056858;0.264045;0.024806;0.028011
01.06.2016 11:30;0.454101;4.54101;0.081734;0.101124;0.003544;0.051821
01.06.2016 11:45;0.451097;4.51097;-0.028429;0.077247;0.152379;0.226891
01.06.2016 12:00;0.448093;4.48093;-0.014215;0.099719;-0.010631;0.180672
01.06.2016 12:15;0.439819;4.39819;0.003554;0.087079;0.049612;0.077031
01.06.2016 12:30;0.431544;4.31544;-0.010661;0.108146;0.170098;0.439776
01.06.2016 12:45;0.42327;4.2327;0.003554;0.119382;0.031893;0.323529
01.06.2016 13:00;0.414995;4.14995;0.003554;0.080056;0.085049;0.214286
01.06.2016 13:15;0.392566;3.92566;0.028429;0.175562;-0.017719;0.180672
01.06.2016 13:30;0.370138;3.70138;0.003554;0.105337;-0.010631;0.177871
01.06.2016 13:45;0.347709;3.47709;-0.028429;0.101124;0.113398;0.147059
01.06.2016 14:00;0.32528;3.2528;0.159914;0.16573;0.021262;0.201681
01.06.2016 14:15;0.32303;3.2303;0.22388;0.227528;0.024806;0.163866
01.06.2016 14:30;0.320779;3.20779;-0.017768;0.139045;0.070874;0.186275
01.06.2016 14:45;0.318528;3.18528;-0.021322;0.119382;0;0.112045
01.06.2016 15:00;0.316277;3.16277;-0.017768;0.110955;0.102767;0.060224
01.06.2016 15:15;0.294837;2.94837;-0.007107;0.085674;0.049612;0.039216
01.06.2016 15:30;0.273397;2.73397;0.017768;0.089888;0.046068;0.026611
01.06.2016 15:45;0.251956;2.51956;0;0.101124;0.031893;0.030812
01.06.2016 16:00;0.230516;2.30516;-0.007107;0.110955;0.02835;0.02521
01.06.2016 16:15;0.205643;2.05643;-0.014215;0.08427;-0.007087;0.02381
01.06.2016 16:30;0.18077;1.8077;0.010661;0.095506;-0.02835;0.029412
01.06.2016 16:45;0.155897;1.55897;0.046198;0.085674;0.014175;0.026611
01.06.2016 17:00;0.131024;1.31024;0.10661;0.125;0.046068;0.036415
01.06.2016 17:15;0.0982682;0.982682;0.142146;0.139045;-0.007087;0.043417
01.06.2016 17:30;0.0655121;0.655121;0.071073;0.094101;-0.003544;0.032213
01.06.2016 17:45;0.0327561;0.327561;0.021322;0.058989;-0.017719;0.037815
01.06.2016 18:00;0;0;0.003554;0.154494;-0.017719;0.065826
01.06.2016 18:15;0;0;-0.003554;0.08427;0.134661;0.065826
01.06.2016 18:30;0;0;0.056858;0.094101;-0.010631;0.040616
01.06.2016 18:45;0;0;0.042644;0.088483;0.003544;0.029412
01.06.2016 19:00;0;0;0.021322;0.092697;0.014175;0.046218
01.06.2016 19:15;0;0;0.067519;0.085674;0.014175;0.033613
01.06.2016 19:30;0;0;0.028429;0.078652;-0.003544;0.053221
01.06.2016 19:45;0;0;0.046198;0.098315;0.021262;0.04902
01.06.2016 20:00;0;0;0.007107;0.26264;-0.014175;0.040616
01.06.2016 20:15;0;0;0.088841;0.189607;0.014175;0.047619
01.06.2016 20:30;0;0;0.088841;0.091292;-0.035437;0.037815
01.06.2016 20:45;0;0;0.014215;0.129213;0.010631;0.058824
01.06.2016 21:00;0;0;0.035537;0.092697;0.02835;0.060224
01.06.2016 21:15;0;0;0.167022;0.120787;0.06733;0.057423
01.06.2016 21:30;0;0;0.117271;0.141854;0.053156;0.07423
01.06.2016 21:45;0;0;0.017768;0.091292;-0.02835;0.078431
01.06.2016 22:00;0;0;0.063966;0.127809;0.145292;0.117647
01.06.2016 22:15;0;0;0.067519;0.158708;0.148835;0.386555
01.06.2016 22:30;0;0;0;0.110955;0.042524;0.226891
01.06.2016 22:45;0;0;-0.010661;0.123596;0.031893;0.121849
01.06.2016 23:00;0;0;0.021322;0.102528;0.02835;0.123249
01.06.2016 23:15;0;0;-0.024876;0.136236;-0.024806;0.372549
01.06.2016 23:30;0;0;0.060412;0.207865;0.141748;0.488796
01.06.2016 23:45;0;0;0.163468;0.141854;0.099224;0.407563
02.06.2016 00:00;0;0;0.152807;0.120787;-0.017719;0.383754
02.06.2016 00:15;0;0;0.067519;0.085674;0.021262;0.327731
02.06.2016 00:30;0;0;0.007107;0.071629;-0.024806;0.470588
02.06.2016 00:45;0;0;0.024876;0.077247;0.021262;0.319328
02.06.2016 01:00;0;0;0.007107;0.070225;0.056699;0.193277
02.06.2016 01:15;0;0;0.010661;0.037921;-0.02835;0.067227
02.06.2016 01:30;0;0;0.021322;0.046348;-0.042524;0.078431
02.06.2016 01:45;0;0;-0.046198;0.029494;-0.02835;0.093838
02.06.2016 02:00;0;0;0.003554;0.033708;0.014175;0.070028
02.06.2016 02:15;0;0;0.053305;0.047753;0;0.084034
02.06.2016 02:30;0;0;0.017768;0.037921;-0.038981;0.044818
02.06.2016 02:45;0;0;0.007107;0.039326;-0.010631;0.021008
02.06.2016 03:00;0;0;0.014215;0.037921;-0.007087;0.022409
02.06.2016 03:15;0;0;-0.010661;0.036517;-0.007087;0.02521
02.06.2016 03:30;0;0;0.049751;0.043539;-0.017719;0.036415
02.06.2016 03:45;0;0;0.035537;0.037921;-0.007087;0.029412
02.06.2016 04:00;0;0;-0.007107;0.030899;-0.024806;0.028011
02.06.2016 04:15;0;0;0.007107;0.029494;0;0.02521
02.06.2016 04:30;0;0;-0.014215;0.022472;-0.010631;0.029412
02.06.2016 04:45;0;0;-0.042644;0.029494;0;0.02521
02.06.2016 05:00;0;0;-0.024876;0.032303;-0.031893;0.016807
02.06.2016 05:15;0;0;0;0.036517;-0.014175;0.015406
02.06.2016 05:30;0;0;0.021322;0.029494;0;0.02381
02.06.2016 05:45;0;0;0.024876;0.025281;0.021262;0.029412
02.06.2016 06:00;0;0;0.024876;0.039326;0.077961;0.039216
02.06.2016 06:15;0.0281321;0.281321;-0.007107;0.02809;0.007087;0.02381
02.06.2016 06:30;0.0562642;0.562642;-0.017768;0.030899;-0.010631;0.021008
02.06.2016 06:45;0.0843962;0.843962;-0.014215;0.026685;-0.014175;0.014006
02.06.2016 07:00;0.112528;1.12528;0.014215;0.077247;-0.003544;0.022409
02.06.2016 07:15;0.131172;1.31172;0.003554;0.071629;-0.031893;0.033613
02.06.2016 07:30;0.149815;1.49815;-0.010661;0.046348;0;0.109244
02.06.2016 07:45;0.168458;1.68458;0.021322;0.029494;0.060243;0.20028
02.06.2016 08:00;0.187102;1.87102;0.021322;0.047753;-0.007087;0.172269
02.06.2016 08:15;0.199743;1.99743;0.017768;0.060393;0.007087;0.098039
02.06.2016 08:30;0.212385;2.12385;0.024876;0.02809;0.007087;0.068627
02.06.2016 08:45;0.225027;2.25027;0;0.032303;0.010631;0.058824
02.06.2016 09:00;0.237668;2.37668;-0.031983;0.051966;0.021262;0.039216
02.06.2016 09:15;0.264353;2.64353;-0.028429;0.05618;0.003544;0.033613
02.06.2016 09:30;0.291039;2.91039;0.003554;0.023876;0.049612;0.037815
02.06.2016 09:45;0.317724;3.17724;0.007107;0.025281;-0.014175;0.063025
02.06.2016 10:00;0.344409;3.44409;0.017768;0.073034;0.035437;0.051821
02.06.2016 10:15;0.351979;3.51979;0.028429;0.078652;0.021262;0.028011
02.06.2016 10:30;0.35955;3.5955;0.049751;0.044944;0;0.018207
02.06.2016 10:45;0.36712;3.6712;0.046198;0.049157;0.031893;0.029412
02.06.2016 11:00;0.374691;3.74691;0.03909;0.032303;0.003544;0.02521
02.06.2016 11:15;0.368589;3.68589;0.007107;0.037921;0;0.036415
02.06.2016 11:30;0.362488;3.62488;0.003554;0.035112;-0.003544;0.026611
02.06.2016 11:45;0.356386;3.56386;0.028429;0.127809;-0.024806;0.021008
02.06.2016 12:00;0.350285;3.50285;0.081734;0.212079;0;0.026611
02.06.2016 12:15;0.388522;3.88522;0.056858;0.13764;0.014175;0.021008
02.06.2016 12:30;0.426759;4.26759;-0.003554;0.049157;0.017719;0.04902
02.06.2016 12:45;0.464995;4.64995;0.014215;0.02809;-0.007087;0.154062
02.06.2016 13:00;0.503232;5.03232;0.010661;0.025281;-0.007087;0.183473
02.06.2016 13:15;0.458839;4.58839;0.003554;0.032303;0.038981;0.201681
02.06.2016 13:30;0.414447;4.14447;-0.010661;0.037921;0.010631;0.071429
02.06.2016 13:45;0.370054;3.70054;0.024876;0.043539;0.038981;0.051821
02.06.2016 14:00;0.325662;3.25662;0.010661;0.021067;0.031893;0.056022
02.06.2016 14:15;0.308929;3.08929;0.021322;0.026685;0.031893;0.040616
02.06.2016 14:30;0.292195;2.92195;-0.017768;0.026685;0.024806;0.036415
02.06.2016 14:45;0.275462;2.75462;0.010661;0.032303;0.074418;0.057423
02.06.2016 15:00;0.258729;2.58729;0.003554;0.023876;0.021262;0.051821
02.06.2016 15:15;0.245166;2.45166;0.017768;0.023876;0.014175;0.091036
02.06.2016 15:30;0.231603;2.31603;0.014215;0.029494;0.035437;0.169468
02.06.2016 15:45;0.218039;2.18039;-0.031983;0.023876;0.021262;0.028011
02.06.2016 16:00;0.204476;2.04476;-0.014215;0.063202;0.007087;0.103641
02.06.2016 16:15;0.184591;1.84591;0.014215;0.264045;0.02835;0.162465
02.06.2016 16:30;0.164706;1.64706;0.031983;0.241573;-0.003544;0.04902
02.06.2016 16:45;0.144821;1.44821;0.035537;0.155899;0.017719;0.109244
02.06.2016 17:00;0.124936;1.24936;0.003554;0.06882;0.003544;0.173669
02.06.2016 17:15;0.111089;1.11089;0.010661;0.071629;-0.021262;0.054622
02.06.2016 17:30;0.0972417;0.972417;0.007107;0.074438;0.010631;0.039216
02.06.2016 17:45;0.0833946;0.833946;-0.003554;0.064607;0.024806;0.05042
02.06.2016 18:00;0.0695476;0.695476;0.010661;0.08427;0.003544;0.039216
02.06.2016 18:15;0.0521607;0.521607;0.010661;0.089888;0.003544;0.046218
02.06.2016 18:30;0.0347738;0.347738;0.014215;0.108146;-0.017719;0.018207
02.06.2016 18:45;0.0173869;0.173869;-0.010661;0.092697;-0.017719;0.021008
02.06.2016 19:00;0;0;-0.031983;0.075843;0;0.032213
02.06.2016 19:15;0;0;-0.035537;0.06882;-0.003544;0.028011
02.06.2016 19:30;0;0;-0.024876;0.108146;-0.007087;0.021008
02.06.2016 19:45;0;0;0.028429;0.070225;0;0.018207
02.06.2016 20:00;0;0;0.046198;0.061798;0.021262;0.019608
02.06.2016 20:15;0;0;-0.007107;0.074438;-0.007087;0.077031
02.06.2016 20:30;0;0;0.042644;0.075843;0.322477;0.361345
02.06.2016 20:45;0;0;0.024876;0.063202;0.889469;0.670868
02.06.2016 21:00;0;0;0.007107;0.057584;-0.02835;0.354342
02.06.2016 21:15;0;0;0.035537;0.057584;0.017719;0.197479
02.06.2016 21:30;0;0;0.046198;0.070225;0.12403;0.245098
02.06.2016 21:45;0;0;0.03909;0.092697;0.06733;0.257703
02.06.2016 22:00;0;0;-0.003554;0.06882;0.021262;0.138655
02.06.2016 22:15;0;0;-0.010661;0.074438;0.017719;0.173669
02.06.2016 22:30;0;0;0.021322;0.080056;0.060243;0.582633
02.06.2016 22:45;0;0;0.067519;0.119382;0.212622;0.585434
02.06.2016 23:00;0;0;0.117271;0.080056;0.138204;0.27591
02.06.2016 23:15;0;0;0.07818;0.157303;0.230341;0.484594
02.06.2016 23:30;0;0;0;0.136236;-0.010631;0.229692
02.06.2016 23:45;0;0;0.063966;0.116573;-0.003544;0.247899
03.06.2016 00:00;0;0;0.18479;0.129213;0;0.134454
03.06.2016 00:15;0;0;0.135039;0.116573;0.014175;0.231092
03.06.2016 00:30;0;0;0.056858;0.064607;0.035437;0.382353
03.06.2016 00:45;0;0;0.10661;0.146067;0.060243;0.155462
03.06.2016 01:00;0;0;0.017768;0.082865;-0.017719;0.092437
03.06.2016 01:15;0;0;-0.017768;0.081461;0.049612;0.084034
03.06.2016 01:30;0;0;0.014215;0.06882;0.081505;0.077031
03.06.2016 01:45;0;0;0.007107;0.050562;-0.035437;0.078431
03.06.2016 02:00;0;0;0.024876;0.033708;0.007087;0.071429
03.06.2016 02:15;0;0;0.021322;0.037921;0.074418;0.084034
03.06.2016 02:30;0;0;-0.021322;0.033708;0.046068;0.067227
03.06.2016 02:45;0;0;-0.017768;0.036517;0;0.058824
03.06.2016 03:00;0;0;-0.024876;0.043539;-0.031893;0.021008
03.06.2016 03:15;0;0;0.007107;0.036517;-0.024806;0.015406
03.06.2016 03:30;0;0;0.056858;0.044944;-0.010631;0.02381
03.06.2016 03:45;0;0;0.024876;0.043539;0.024806;0.051821
03.06.2016 04:00;0;0;0.035537;0.033708;0.017719;0.033613
03.06.2016 04:15;0;0;0;0.033708;0.017719;0.028011
03.06.2016 04:30;0;0;-0.021322;0.023876;-0.014175;0.018207
03.06.2016 04:45;0;0;-0.014215;0.02809;-0.024806;0.018207
03.06.2016 05:00;0;0;0.010661;0.029494;-0.003544;0.018207
03.06.2016 05:15;0;0;0.024876;0.02809;0.031893;0.026611
03.06.2016 05:30;0;0;-0.014215;0.026685;0.024806;0.030812
03.06.2016 05:45;0;0;-0.010661;0.026685;-0.003544;0.028011
03.06.2016 06:00;0;0;0.017768;0.02809;0.017719;0.030812
03.06.2016 06:15;0.0350842;0.350842;0.003554;0.02809;-0.014175;0.011204
03.06.2016 06:30;0.0701683;0.701683;-0.010661;0.015449;0.007087;0.02381
03.06.2016 06:45;0.105252;1.05252;-0.021322;0.023876;0.003544;0.033613
03.06.2016 07:00;0.140337;1.40337;-0.024876;0.094101;0.014175;0.030812
03.06.2016 07:15;0.15719;1.5719;-0.028429;0.088483;-0.017719;0.015406
03.06.2016 07:30;0.174043;1.74043;0.003554;0.042135;-0.017719;0.012605
03.06.2016 07:45;0.190896;1.90896;0.031983;0.066011;-0.003544;0.029412
03.06.2016 08:00;0.207749;2.07749;-0.010661;0.039326;-0.017719;0.030812
03.06.2016 08:15;0.221429;2.21429;0.031983;0.057584;0.439419;0.295518
03.06.2016 08:30;0.23511;2.3511;0.010661;0.043539;0.481943;0.455182
03.06.2016 08:45;0.24879;2.4879;-0.010661;0.030899;0.187816;0.336134
03.06.2016 09:00;0.26247;2.6247;0.010661;0.122191;0.099224;0.292717
03.06.2016 09:15;0.27467;2.7467;-0.003554;0.035112;0.003544;0.231092
03.06.2016 09:30;0.28687;2.8687;0.021322;0.049157;-0.003544;0.267507
03.06.2016 09:45;0.29907;2.9907;0.042644;0.060393;0.031893;0.120448
03.06.2016 10:00;0.311269;3.11269;0.071073;0.080056;-0.014175;0.229692
03.06.2016 10:15;0.312796;3.12796;0.024876;0.050562;-0.038981;0.357143
03.06.2016 10:30;0.314322;3.14322;0.024876;0.042135;-0.049612;0.273109
03.06.2016 10:45;0.315848;3.15848;0.010661;0.049157;-0.010631;0.221289
03.06.2016 11:00;0.317375;3.17375;-0.007107;0.064607;-0.031893;0.315126
03.06.2016 11:15;0.303671;3.03671;0.017768;0.051966;0.056699;0.127451
03.06.2016 11:30;0.289967;2.89967;0.042644;0.043539;0.127573;0.079832
03.06.2016 11:45;0.276263;2.76263;0.007107;0.05618;0.021262;0.051821
03.06.2016 12:00;0.262559;2.62559;-0.021322;0.043539;0.017719;0.033613
03.06.2016 12:15;0.238483;2.38483;-0.031983;0.057584;-0.003544;0.022409
03.06.2016 12:30;0.214407;2.14407;-0.035537;0.05618;-0.031893;0.02521
03.06.2016 12:45;0.190331;1.90331;-0.003554;0.046348;-0.014175;0.037815
03.06.2016 13:00;0.166255;1.66255;0.103056;0.095506;0.017719;0.056022
03.06.2016 13:15;0.15859;1.5859;0.174129;0.164326;0.081505;0.208683
03.06.2016 13:30;0.150926;1.50926;0.003554;0.042135;0.046068;0.177871
03.06.2016 13:45;0.143262;1.43262;-0.024876;0.06882;0;0.158263
03.06.2016 14:00;0.135598;1.35598;-0.028429;0.070225;-0.017719;0.120448
03.06.2016 14:15;0.134667;1.34667;0.028429;0.075843;-0.038981;0.140056
03.06.2016 14:30;0.133737;1.33737;0.035537;0.066011;0.070874;0.123249
03.06.2016 14:45;0.132807;1.32807;0.042644;0.19382;0.116942;0.117647
03.06.2016 15:00;0.131876;1.31876;0.117271;0.077247;-0.003544;0.088235
03.06.2016 15:15;0.130264;1.30264;0.07818;0.075843;-0.014175;0.022409
03.06.2016 15:30;0.128651;1.28651;0.007107;0.066011;0.007087;0.042017
03.06.2016 15:45;0.127038;1.27038;0.046198;0.050562;0;0.065826
03.06.2016 16:00;0.125425;1.25425;0.003554;0.081461;0.021262;0.120448
03.06.2016 16:15;0.117418;1.17418;0.103056;0.078652;0.077961;0.183473
03.06.2016 16:30;0.109411;1.09411;0.142146;0.070225;0.12403;0.134454
03.06.2016 16:45;0.101404;1.01404;0.046198;0.061798;0.02835;0.04902
03.06.2016 17:00;0.0933965;0.933965;-0.014215;0.030899;0.070874;0.197479
03.06.2016 17:15;0.0865179;0.865179;0.010661;0.033708;0.024806;0.270308
03.06.2016 17:30;0.0796392;0.796392;0.014215;0.022472;0.014175;0.128852
03.06.2016 17:45;0.0727606;0.727606;0.014215;0.029494;-0.038981;0.170868
03.06.2016 18:00;0.0658819;0.658819;0.042644;0.026685;-0.003544;0.036415
03.06.2016 18:15;0.0494114;0.494114;0.028429;0.029494;0.021262;0.05042
03.06.2016 18:30;0.032941;0.32941;0.028429;0.047753;0.035437;0.043417
03.06.2016 18:45;0.0164705;0.164705;0.007107;0.047753;-0.007087;0.035014
03.06.2016 19:00;0;0;0.010661;0.035112;-0.014175;0.02381
03.06.2016 19:15;0;0;0.049751;0.050562;0.021262;0.039216
03.06.2016 19:30;0;0;0.085288;0.047753;0.074418;0.095238
03.06.2016 19:45;0;0;-0.010661;0.030899;0.481943;0.602241
03.06.2016 20:00;0;0;-0.017768;0.022472;-0.003544;0.159664
03.06.2016 20:15;0;0;0.010661;0.02809;0.038981;0.068627
03.06.2016 20:30;0;0;0.03909;0.029494;0.031893;0.093838
03.06.2016 20:45;0;0;0.028429;0.026685;-0.017719;0.056022
03.06.2016 21:00;0;0;-0.007107;0.032303;-0.021262;0.051821
03.06.2016 21:15;0;0;0;0.039326;-0.021262;0.042017
03.06.2016 21:30;0;0;0.028429;0.053371;0.014175;0.292717
03.06.2016 21:45;0;0;0.021322;0.066011;0.007087;0.12605
03.06.2016 22:00;0;0;0.003554;0.049157;0.120486;0.09944
03.06.2016 22:15;0;0;0;0.060393;0.166554;0.154062
03.06.2016 22:30;0;0;-0.007107;0.054775;0.099224;0.070028
03.06.2016 22:45;0;0;-0.010661;0.162921;0.049612;0.127451
03.06.2016 23:00;0;0;0.03909;0.203652;-0.021262;0.341737
03.06.2016 23:15;0;0;-0.007107;0.117978;0.085049;0.459384
03.06.2016 23:30;0;0;-0.014215;0.110955;-0.010631;0.319328
03.06.2016 23:45;0;0;0.031983;0.105337;0.06733;0.351541
04.06.2016 00:00;0;0;0.031983;0.102528;0.046068;0.137255
04.06.2016 00:15;0;0;0.060412;0.099719;0.056699;0.085434
04.06.2016 00:30;0;0;0.191897;0.105337;0.046068;0.148459
04.06.2016 00:45;0;0;0.181236;0.095506;0.085049;0.142857
04.06.2016 01:00;0;0;-0.007107;0.075843;0.131117;0.128852
04.06.2016 01:15;0;0;0.081734;0.077247;0.219709;0.089636
04.06.2016 01:30;0;0;-0.003554;0.070225;0.02835;0.089636
04.06.2016 01:45;0;0;0.003554;0.051966;0.092136;0.085434
04.06.2016 02:00;0;0;0.042644;0.037921;0.035437;0.040616
04.06.2016 02:15;0;0;0.063966;0.042135;-0.024806;0.037815
04.06.2016 02:30;0;0;0.024876;0.037921;-0.017719;0.029412
04.06.2016 02:45;0;0;0.014215;0.042135;0.070874;0.032213
04.06.2016 03:00;0;0;0;0.053371;0.184272;0.035014
04.06.2016 03:15;0;0;-0.028429;0.036517;0.010631;0.028011
04.06.2016 03:30;0;0;-0.028429;0.033708;-0.010631;0.039216
04.06.2016 03:45;0;0;-0.017768;0.035112;-0.017719;0.04902
04.06.2016 04:00;0;0;-0.010661;0.035112;0.038981;0.046218
04.06.2016 04:15;0;0;-0.031983;0.030899;-0.010631;0.032213
04.06.2016 04:30;0;0;-0.035537;0.033708;-0.003544;0.033613
04.06.2016 04:45;0;0;-0.024876;0.025281;0.014175;0.037815
04.06.2016 05:00;0;0;-0.021322;0.026685;0.017719;0.028011
04.06.2016 05:15;0;0;0.014215;0.021067;0.038981;0.036415
04.06.2016 05:30;0;0;-0.010661;0.02809;0.046068;0.030812
04.06.2016 05:45;0;0;-0.024876;0.02809;-0.021262;0.033613
04.06.2016 06:00;0;0;-0.017768;0.021067;0.007087;0.046218
04.06.2016 06:15;0.0340763;0.340763;0.014215;0.032303;0.021262;0.029412
04.06.2016 06:30;0.0681526;0.681526;0.010661;0.025281;-0.007087;0.032213
04.06.2016 06:45;0.102229;1.02229;0.014215;0.02809;-0.003544;0.033613
04.06.2016 07:00;0.136305;1.36305;0.017768;0.02809;-0.010631;0.030812
04.06.2016 07:15;0.154176;1.54176;0;0.035112;-0.02835;0.042017
04.06.2016 07:30;0.172047;1.72047;-0.017768;0.035112;-0.021262;0.135854
04.06.2016 07:45;0.189918;1.89918;0.031983;0.033708;-0.017719;0.323529
04.06.2016 08:00;0.207788;2.07788;-0.017768;0.02809;-0.017719;0.082633
04.06.2016 08:15;0.217829;2.17829;0;0.02809;0.063787;0.040616
04.06.2016 08:30;0.22787;2.2787;0.003554;0.026685;0.081505;0.033613
04.06.2016 08:45;0.237911;2.37911;0.024876;0.04073;-0.003544;0.033613
04.06.2016 09:00;0.247952;2.47952;-0.003554;0.036517;-0.007087;0.046218
04.06.2016 09:15;0.261802;2.61802;-0.021322;0.026685;0.021262;0.246499
04.06.2016 09:30;0.275652;2.75652;0.003554;0.030899;-0.014175;0.191877
04.06.2016 09:45;0.289502;2.89502;-0.014215;0.02809;0.014175;0.162465
04.06.2016 10:00;0.303351;3.03351;-0.028429;0.033708;0.042524;0.151261
04.06.2016 10:15;0.318097;3.18097;0.031983;0.126404;-0.035437;0.154062
04.06.2016 10:30;0.332843;3.32843;0.014215;0.073034;0.010631;0.137255
04.06.2016 10:45;0.347589;3.47589;0.024876;0.057584;0.099224;0.057423
04.06.2016 11:00;0.362335;3.62335;-0.028429;0.125;0.02835;0.039216
04.06.2016 11:15;0.358695;3.58695;-0.031983;0.035112;0.021262;0.042017
04.06.2016 11:30;0.355055;3.55055;-0.024876;0.023876;0.031893;0.047619
04.06.2016 11:45;0.351415;3.51415;-0.003554;0.032303;0.187816;0.077031
04.06.2016 12:00;0.347775;3.47775;0.035537;0.037921;-0.038981;0.081232
04.06.2016 12:15;0.330846;3.30846;0.042644;0.033708;-0.017719;0.053221
04.06.2016 12:30;0.313918;3.13918;0.007107;0.029494;-0.038981;0.082633
04.06.2016 12:45;0.296989;2.96989;0;0.042135;-0.017719;0.42437
04.06.2016 13:00;0.280061;2.80061;0.046198;0.158708;0.042524;0.327731
04.06.2016 13:15;0.269224;2.69224;0.163468;0.269663;0.056699;0.330532
04.06.2016 13:30;0.258388;2.58388;0.060412;0.113764;0.017719;0.030812
04.06.2016 13:45;0.247552;2.47552;0.042644;0.039326;-0.007087;0.061625
04.06.2016 14:00;0.236716;2.36716;0.007107;0.033708;0.152379;0.348739
04.06.2016 14:15;0.226541;2.26541;0.021322;0.132022;0.106311;0.285714
04.06.2016 14:30;0.216367;2.16367;0.074627;0.235955;0.060243;0.110644
04.06.2016 14:45;0.206193;2.06193;0.031983;0.106742;0.085049;0.204482
04.06.2016 15:00;0.196018;1.96018;-0.007107;0.022472;0.017719;0.488796
04.06.2016 15:15;0.178789;1.78789;-0.007107;0.023876;0.007087;0.092437
04.06.2016 15:30;0.16156;1.6156;0.017768;0.023876;0.074418;0.095238
04.06.2016 15:45;0.14433;1.4433;0.021322;0.02809;0.102767;0.107843
04.06.2016 16:00;0.127101;1.27101;0.067519;0.046348;-0.042524;0.194678
04.06.2016 16:15;0.116631;1.16631;0.007107;0.029494;-0.024806;0.065826
04.06.2016 16:30;0.106161;1.06161;0.007107;0.023876;-0.017719;0.095238
04.06.2016 16:45;0.0956911;0.956911;0.031983;0.023876;0.014175;0.159664
04.06.2016 17:00;0.0852212;0.852212;0.007107;0.015449;-0.014175;0.228291
04.06.2016 17:15;0.0791977;0.791977;0.014215;0.019663;0;0.10084
04.06.2016 17:30;0.0731743;0.731743;0.003554;0.074438;0.077961;0.07563
